ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
729,18.493962,77.403146,5.5,-32.1,6.9,2.71,Negativno,Ne
730,18.469263,77.395632,1.8,-44.2,6.99,3.3,Negativno,Ne
731,18.473309,77.383221,6.9,-77.7,7.63,4.65,Negativno,Ne
732,18.485239,77.390061,8.8,-47.0,7.7,1.89,Negativno,Ne
733,18.469849,77.396591,11.1,-48.1,6.83,0.99,Negativno,Ne
734,18.50049,77.390437,14.8,-33.7,7.0,5.75,Negativno,Ne
735,18.488596,77.398314,7.8,-47.5,7.88,1.83,Negativno,Ne
736,18.474523,77.392471,3.5,-44.3,7.19,1.59,Negativno,Ne
737,18.478049,77.369322,14.7,-62.6,6.93,3.3,Negativno,Ne
738,18.47952,77.38617,9.3,-59.4,8.07,1.57,Negativno,Ne
739,18.494818,77.387166,2.7,-14.9,6.11,5.74,Negativno,Ne
740,18.480267,77.380769,14.2,-44.1,7.42,5.27,Negativno,Ne
741,18.484168,77.385022,12.2,-44.6,6.3,3.88,Negativno,Ne
742,18.485519,77.377979,7.6,-43.6,6.6,4.69,Negativno,Da
743,18.465625,77.378586,10.6,-45.8,7.62,1.67,Negativno,Ne
744,18.467584,77.390772,1.7,-69.9,7.78,1.45,Negativno,Ne
745,18.466888,77.397644,2.6,-77.3,7.13,4.99,Negativno,Ne
746,18.490998,77.40473,9.5,-47.6,7.26,0.53,Negativno,Ne
747,18.491304,77.394861,1.3,-61.8,7.2,3.67,Negativno,Ne
748,18.48575,77.422148,12.5,-42.1,5.82,2.56,Negativno,Ne
749,18.473295,77.388061,4.7,-69.4,7.73,5.25,Negativno,Ne
750,18.474686,77.382583,3.0,-67.4,7.18,5.89,Negativno,Ne
751,18.495181,77.380287,1.9,-53.8,7.43,3.95,Negativno,Ne
752,18.465289,77.362506,13.2,-35.0,6.57,2.61,Negativno,Ne
753,18.470807,77.380395,8.3,-16.3,7.35,6.477998357952286,Pozitivno,Da
754,18.483163,77.398677,3.5,-63.4,6.54,5.01,Negativno,Ne
755,18.470154,77.389888,11.2,-61.3,6.65,1.18,Negativno,Ne
756,18.483313,77.391823,6.2,-47.2,7.17,4.75,Negativno,Ne
757,18.483306,77.384873,1.0,-46.6,7.32,1.96,Negativno,Ne
758,18.468941,77.391848,9.0,-21.8,6.87,1.63,Negativno,Ne
759,18.465154,77.394427,8.8,-52.7,6.77,1.34,Negativno,Ne
760,18.492222,77.381042,11.8,-76.4,7.15,2.12,Negativno,Da
761,18.471556,77.408255,9.5,-69.4,7.53,3.71,Negativno,Ne
762,18.480806,77.390091,8.5,-46.2,7.14,5.82,Pozitivno,Da
763,18.476776,77.375437,11.8,-48.3,7.24,1.72,Negativno,Ne
764,18.475082,77.391557,9.9,-49.3,7.17,2.95,Negativno,Ne
765,18.488438,77.388346,5.8,-77.1,6.67,5.25,Negativno,Ne
766,18.492599,77.374805,1.9,-68.4,6.97,4.03,Negativno,Ne
767,18.467189,77.372974,11.1,-69.3,7.16,2.31,Negativno,Ne
768,18.470312,77.3955,1.6,-63.0,7.35,0.74,Negativno,Ne
769,18.489605,77.384298,9.4,-47.3,6.41,2.71,Negativno,Ne
770,18.472025,77.379772,13.6,-57.4,7.55,0.43,Negativno,Ne
771,18.486937,77.404738,2.3,-46.6,6.14,2.9,Negativno,Ne
772,18.484149,77.382733,5.6,-59.2,6.89,5.72,Negativno,Ne
773,18.495089,77.387165,13.4,-44.8,7.85,5.55,Negativno,Ne
774,18.479952,77.388404,5.8,-32.6,5.71,5.93,Negativno,Ne
775,18.478487,77.402014,6.8,-44.0,6.4,0.42,Negativno,Ne
776,18.480914,77.377625,5.8,-59.4,7.25,0.28,Pozitivno,Ne
777,18.46605,77.390765,14.4,-59.3,7.3,1.87,Negativno,Ne
778,18.467347,77.390986,0.3,-38.0,6.65,0.21,Negativno,Ne
779,18.468471,77.382612,8.9,-14.7,6.84,10.547998357952284,Pozitivno,Da
780,18.473511,77.395238,10.7,-55.0,6.23,1.46,Negativno,Ne
781,18.474612,77.386581,10.9,-39.5,7.49,0.21,Negativno,Ne
782,18.48535,77.402633,4.0,-33.2,7.49,0.62,Negativno,Ne
783,18.486574,77.390476,6.8,-54.5,7.08,3.9,Negativno,Ne
784,18.492278,77.396408,7.5,-29.6,6.92,2.52,Negativno,Ne
785,18.462007,77.389798,3.4,-62.4,6.9,0.7,Negativno,Ne
786,18.486384,77.373919,3.1,-62.3,6.93,2.48,Negativno,Ne
787,18.497091,77.396183,4.0,-36.4,7.99,5.97,Negativno,Ne
788,18.477173,77.390752,8.1,-46.4,7.57,5.83,Negativno,Ne
789,18.489648,77.380432,11.8,-54.8,6.26,3.52,Negativno,Ne
790,18.485986,77.391249,11.7,-39.0,6.93,3.4,Negativno,Ne
791,18.462641,77.384107,2.2,-61.3,6.97,1.98,Pozitivno,Ne
792,18.487866,77.379434,8.7,-36.2,6.52,0.4,Negativno,Ne
793,18.487857,77.365883,13.0,-72.8,6.68,0.23,Pozitivno,Ne
794,18.501046,77.407101,3.1,-72.4,6.8,4.59,Negativno,Ne
795,18.481283,77.381589,13.6,-85.1,7.33,3.49,Negativno,Ne
796,18.48294,77.408505,12.0,-55.1,7.46,1.51,Negativno,Ne
797,18.463794,77.40031,1.5,-58.7,6.41,4.18,Negativno,Ne
798,18.46377,77.384732,2.9,-55.1,7.19,0.77,Negativno,Ne
799,18.486422,77.373373,13.6,-48.3,6.71,3.56,Negativno,Ne
800,18.471108,77.39678,9.2,-28.7,6.84,1.01,Negativno,Ne
801,18.478223,77.374416,3.9,-56.9,7.48,0.25,Negativno,Ne
802,18.469478,77.404122,11.9,-44.3,6.91,2.54,Negativno,Ne
803,18.483118,77.390728,9.0,-80.9,6.41,3.32,Negativno,Ne
804,18.474133,77.390102,6.9,-38.8,6.66,2.27,Negativno,Ne
805,18.483907,77.392963,10.2,-38.6,6.71,4.3,Negativno,Ne
806,18.486241,77.392739,8.0,-46.5,7.05,5.7,Negativno,Ne
807,18.485877,77.377771,3.4,-57.1,6.76,3.99,Negativno,Ne
808,18.476991,77.407615,8.6,-25.6,6.8,1.02,Negativno,Ne
809,18.457466,77.402413,4.4,-41.3,6.37,4.16,Negativno,Ne
810,18.481164,77.384701,2.6,-26.6,7.48,0.85,Negativno,Ne
811,18.466686,77.385975,1.7,-57.5,7.26,2.25,Negativno,Ne
812,18.495491,77.402202,11.3,-45.0,6.85,5.29,Negativno,Ne
813,18.489672,77.395667,4.3,-57.4,7.38,1.54,Negativno,Ne
814,18.466813,77.388085,7.2,-60.1,7.07,4.07,Negativno,Ne
815,18.471816,77.383263,5.9,-39.5,7.45,5.83,Negativno,Ne
816,18.479509,77.390103,11.6,-74.0,6.68,3.23,Negativno,Ne
817,18.476296,77.400435,10.6,-23.4,7.85,4.56,Negativno,Ne
818,18.488006,77.400766,3.9,-52.9,6.86,4.5,Negativno,Ne
819,18.485087,77.397226,0.1,-73.5,7.28,3.2,Negativno,Ne
820,18.484598,77.385452,0.1,-41.5,6.67,4.29,Negativno,Ne
821,18.46676,77.399268,5.9,-59.6,7.33,2.57,Negativno,Ne
823,18.488235,77.412151,9.3,-51.5,7.25,1.97,Negativno,Ne
824,18.486224,77.381046,4.5,-34.8,6.97,2.4,Negativno,Ne
825,18.472046,77.377261,6.5,-39.2,6.55,5.91,Negativno,Ne
826,18.479377,77.371345,12.8,-60.0,7.66,1.33,Negativno,Ne
827,18.484337,77.400159,14.8,-64.4,7.2,2.62,Negativno,Ne
828,18.478627,77.392815,13.4,-38.8,6.78,5.19,Negativno,Ne
829,18.482476,77.398818,6.9,-59.1,6.38,5.76,Negativno,Ne
830,18.482626,77.393861,12.3,-49.9,6.18,5.34,Negativno,Ne
831,18.467252,77.380094,1.0,-5.6,6.86,6.4979983579522855,Pozitivno,Da
832,18.485067,77.386872,7.4,-66.6,8.33,2.44,Negativno,Ne
833,18.46408,77.378858,12.5,-57.9,7.26,0.8,Negativno,Ne
834,18.495196,77.392794,5.7,-58.7,5.94,3.59,Negativno,Ne
835,18.47364,77.377967,5.1,-55.6,7.65,0.2,Negativno,Ne
836,18.477327,77.392477,9.9,-48.7,6.61,0.54,Negativno,Ne
837,18.478583,77.372841,0.7,-61.0,7.05,1.46,Negativno,Ne
838,18.48938,77.382514,2.2,-57.5,6.91,4.16,Negativno,Ne
839,18.489304,77.372078,4.9,-6.5,7.13,9.214497037055413,Pozitivno,Da
840,18.472816,77.402432,12.8,-34.6,7.91,0.44,Negativno,Ne
841,18.477646,77.392889,4.7,-48.0,7.28,2.9,Negativno,Ne
842,18.482866,77.378504,14.7,-46.5,6.51,5.95,Negativno,Ne
843,18.472311,77.393634,7.6,-54.2,6.84,1.97,Pozitivno,Ne
844,18.467841,77.384567,2.5,-54.9,6.81,5.15,Negativno,Ne
845,18.490238,77.393203,7.8,-52.3,6.93,4.74,Negativno,Ne
846,18.47756,77.403067,1.3,-33.5,6.76,0.21,Negativno,Ne
847,18.480376,77.3531,7.1,-43.5,6.97,2.03,Negativno,Da
848,18.470913,77.396987,3.9,-44.6,7.93,1.1,Negativno,Ne
849,18.473992,77.404125,4.4,-42.7,6.38,2.56,Negativno,Ne
850,18.475171,77.389242,1.0,-42.4,7.23,3.59,Negativno,Ne
851,18.467022,77.367098,14.3,-26.9,7.59,5.02,Negativno,Ne
852,18.493663,77.393318,3.6,-38.2,6.6,4.76,Negativno,Ne
853,18.487774,77.370629,7.4,-49.1,7.3,2.5,Negativno,Ne
854,18.476078,77.389711,0.3,-50.3,7.01,5.99,Negativno,Ne
855,18.461075,77.390154,10.4,-31.3,7.09,5.94,Negativno,Ne
856,18.459815,77.387233,1.6,-50.8,6.61,1.23,Negativno,Ne
857,18.481701,77.383498,8.0,-38.2,7.86,0.54,Negativno,Ne
858,18.46944,77.400102,11.2,-60.7,6.73,1.72,Negativno,Ne
859,18.476397,77.390821,8.8,-49.5,6.85,4.78,Negativno,Ne
860,18.474559,77.398546,7.4,-69.1,7.44,5.23,Negativno,Ne
861,18.500822,77.388635,6.7,-44.0,8.43,4.89,Negativno,Ne
862,18.475001,77.386941,2.6,-68.3,8.41,5.88,Negativno,Ne
863,18.474893,77.404495,1.5,-36.7,6.84,2.96,Negativno,Ne
864,18.49513,77.388998,5.3,-57.2,7.4,4.17,Negativno,Ne
865,18.47419,77.397288,9.4,-64.6,6.78,5.19,Negativno,Ne
866,18.470923,77.387424,9.3,-36.4,7.13,2.53,Negativno,Ne
867,18.477586,77.385029,10.2,-53.5,6.92,2.06,Negativno,Ne
868,18.478523,77.396781,12.3,-46.6,6.13,1.73,Negativno,Ne
869,18.465603,77.402228,11.6,-75.9,6.22,1.29,Negativno,Ne
870,18.492075,77.383804,8.7,-45.1,6.63,2.08,Negativno,Ne
871,18.492364,77.383759,2.2,-76.5,7.42,2.75,Negativno,Ne
872,18.489378,77.390925,7.8,-70.3,6.98,1.66,Negativno,Ne
873,18.477876,77.405239,4.6,-40.2,6.75,1.31,Negativno,Ne
874,18.479677,77.390901,5.9,-62.0,6.8,5.64,Negativno,Ne
875,18.477591,77.392742,8.4,-67.5,7.47,5.26,Negativno,Ne
876,18.471314,77.397454,0.4,-51.5,7.33,2.26,Negativno,Ne
877,18.482548,77.398401,6.5,-46.4,7.44,0.73,Negativno,Ne
878,18.481156,77.388242,12.8,-84.6,7.39,2.88,Negativno,Ne
879,18.470763,77.393993,3.0,-57.8,7.15,4.78,Negativno,Ne
880,18.497962,77.382664,1.8,-49.6,7.61,3.85,Negativno,Ne
881,18.489008,77.385064,10.6,-52.2,7.42,5.0,Negativno,Ne
882,18.503269,77.386972,14.2,-29.5,7.02,0.47,Negativno,Ne
883,18.484999,77.398749,6.5,-48.1,7.03,5.14,Negativno,Ne
884,18.464292,77.382338,8.2,-69.4,6.72,3.36,Negativno,Ne
885,18.487299,77.391344,1.6,-59.0,6.93,0.13,Negativno,Ne
886,18.476142,77.389471,7.7,-45.4,6.62,4.25,Negativno,Ne
887,18.483788,77.381886,13.4,-63.9,7.53,3.01,Negativno,Ne
888,18.478209,77.393267,10.8,-44.9,6.24,1.0,Negativno,Ne
889,18.469162,77.402605,10.5,-58.8,7.9,1.97,Pozitivno,Ne
890,18.494174,77.401865,13.6,-67.6,6.9,1.04,Pozitivno,Ne
891,18.476666,77.3772,1.9,-71.4,7.3,4.31,Negativno,Ne
892,18.492198,77.382961,14.5,-70.4,7.53,4.48,Negativno,Ne
893,18.479781,77.40717,4.2,-55.2,7.26,3.15,Negativno,Ne
894,18.484129,77.386528,13.1,-64.7,7.06,3.09,Negativno,Ne
895,18.485406,77.395794,8.6,-32.4,7.07,1.12,Pozitivno,Da
896,18.478806,77.411526,5.4,-46.5,6.38,1.7,Negativno,Ne
897,18.481936,77.380428,1.5,-66.6,6.77,3.95,Negativno,Ne
898,18.483987,77.368592,6.1,-48.5,7.75,1.93,Negativno,Ne
899,18.48295,77.396192,13.4,-31.6,7.38,2.14,Negativno,Ne
900,18.483706,77.390565,3.2,-45.2,7.95,4.34,Negativno,Ne
901,18.497795,77.385769,14.3,-51.6,7.44,0.25,Negativno,Ne
902,18.48643,77.381513,12.0,-47.9,6.45,5.67,Negativno,Ne
903,18.478208,77.390949,4.0,-57.8,7.2,0.27,Negativno,Ne
904,18.479399,77.388678,7.3,-36.5,7.29,5.85,Negativno,Ne
905,18.463208,77.389514,11.6,-28.5,7.08,4.18,Negativno,Ne
906,18.48971,77.382931,1.9,-39.3,7.47,5.46,Negativno,Da
907,18.462344,77.392101,4.8,-66.5,7.44,3.55,Negativno,Ne
908,18.501075,77.397872,9.9,-22.4,7.59,3.62,Negativno,Da
909,18.488248,77.384552,7.3,-74.4,6.75,1.02,Negativno,Ne
910,18.469995,77.392318,6.4,-47.4,6.94,2.43,Negativno,Ne
911,18.485845,77.380971,6.1,-56.7,7.2,3.48,Negativno,Ne
912,18.491328,77.390105,11.8,-58.5,7.51,1.9,Negativno,Ne
913,18.485833,77.380682,14.9,-41.3,7.2,0.83,Negativno,Ne
914,18.491009,77.378149,11.9,-41.9,7.09,5.21,Negativno,Ne
915,18.476211,77.384257,0.2,-77.3,6.18,3.86,Negativno,Ne
916,18.487192,77.383614,1.0,-54.6,5.91,0.25,Negativno,Ne
917,18.481566,77.392377,0.1,-40.4,7.65,4.03,Negativno,Ne
919,18.472985,77.376897,7.2,-33.1,7.96,0.96,Negativno,Ne
920,18.494369,77.384105,13.5,-53.0,7.59,4.55,Negativno,Ne
921,18.46513,77.391206,13.9,-50.0,6.58,1.72,Negativno,Ne
922,18.473394,77.38056,0.2,-54.6,6.48,3.01,Negativno,Ne
923,18.505966,77.400507,2.2,-31.1,6.5,0.7,Negativno,Ne
924,18.472278,77.380573,4.3,-27.4,7.78,4.16,Negativno,Ne
926,18.477623,77.378592,1.9,-30.4,7.65,3.47,Negativno,Ne
927,18.49584,77.388412,2.6,-38.9,7.52,2.65,Negativno,Ne
928,18.484248,77.380712,1.9,-44.7,6.81,3.76,Negativno,Ne
929,18.477411,77.376316,8.1,-36.7,6.78,3.2,Pozitivno,Ne
930,18.470273,77.392117,9.6,-53.6,6.56,1.95,Negativno,Da
931,18.486089,77.388972,14.3,-41.6,6.96,0.57,Pozitivno,Ne
932,18.47132,77.393665,10.9,-55.0,6.31,5.41,Pozitivno,Ne
933,18.497016,77.369602,2.9,-30.7,6.35,2.81,Negativno,Ne
934,18.482405,77.366301,10.3,-8.9,7.0,10.016087818843133,Pozitivno,Da
935,18.480684,77.384164,1.6,-41.8,7.21,2.55,Negativno,Ne
936,18.487833,77.387648,12.8,-34.4,7.94,4.93,Negativno,Ne
937,18.479687,77.38984,11.8,-50.9,6.68,0.92,Negativno,Da
938,18.508699,77.39329,0.8,-58.3,6.61,2.16,Negativno,Ne
939,18.482927,77.406062,11.8,-41.1,7.16,1.02,Negativno,Ne
940,18.478797,77.395605,2.1,-54.8,6.66,2.75,Negativno,Ne
941,18.466436,77.381785,9.2,-52.4,7.36,3.16,Pozitivno,Ne
942,18.476978,77.395254,3.1,-55.9,7.78,3.29,Negativno,Ne
943,18.476333,77.378707,9.5,-48.1,7.19,4.62,Pozitivno,Ne
944,18.480156,77.391383,3.3,-51.0,6.64,3.61,Negativno,Ne
945,18.476446,77.379946,1.1,-64.3,7.55,0.55,Negativno,Ne
946,18.488845,77.389508,3.4,-60.0,7.1,0.19,Negativno,Da
947,18.47661,77.395301,12.8,-47.2,7.25,0.19,Negativno,Ne
948,18.483044,77.377612,3.7,-57.9,7.05,2.84,Negativno,Ne
949,18.478076,77.390291,6.0,-76.4,6.0,3.45,Negativno,Ne
950,18.483646,77.390355,6.0,-47.4,7.76,5.41,Negativno,Ne
951,18.482148,77.401873,6.7,-60.7,6.91,5.07,Negativno,Ne
952,18.47531,77.387649,6.7,-51.9,7.44,3.85,Negativno,Ne
953,18.47554,77.376032,7.5,-80.6,7.48,0.51,Negativno,Ne
954,18.479612,77.398894,13.5,-72.7,7.05,4.64,Negativno,Ne
955,18.474503,77.386907,10.8,-65.3,6.85,3.95,Negativno,Ne
956,18.476757,77.382943,0.2,-45.8,6.78,4.3,Pozitivno,Ne
957,18.483823,77.396328,14.0,-37.1,6.83,0.41,Negativno,Ne
958,18.472422,77.386724,4.6,-51.7,6.09,4.6,Negativno,Ne
959,18.483597,77.395883,6.6,-61.1,7.47,3.03,Negativno,Ne
960,18.470456,77.38016,5.5,-7.6,6.64,6.637998357952286,Pozitivno,Da
961,18.468878,77.403843,11.6,-50.5,6.36,2.36,Negativno,Ne
962,18.469395,77.386796,8.5,-61.7,7.27,3.88,Negativno,Ne
963,18.47786,77.400063,12.4,-80.7,6.49,4.88,Negativno,Ne
964,18.496776,77.388512,10.1,-45.8,6.85,2.82,Negativno,Ne
965,18.499837,77.383954,2.6,-80.1,6.46,0.7,Negativno,Ne
966,18.493185,77.392022,7.2,-61.7,7.32,3.39,Negativno,Ne
967,18.47627,77.377017,9.3,-52.0,7.02,3.36,Negativno,Ne
968,18.498666,77.377589,11.8,-46.3,6.66,0.88,Negativno,Ne
969,18.480384,77.381728,6.6,-60.4,7.26,3.1,Negativno,Ne
970,18.465449,77.38413,0.9,-37.9,7.06,3.76,Negativno,Ne
971,18.486398,77.381063,9.0,-49.9,7.57,2.17,Negativno,Ne
972,18.470489,77.38324,6.4,-42.5,6.88,5.56,Negativno,Ne
973,18.481689,77.379254,7.9,-42.5,7.32,0.88,Negativno,Ne
974,18.470803,77.396695,13.3,-89.2,7.11,5.48,Negativno,Ne
975,18.484075,77.385826,7.0,-54.0,6.31,1.01,Pozitivno,Ne
976,18.4876,77.387468,2.5,-25.4,6.54,0.51,Negativno,Ne
977,18.481825,77.38204,1.8,-32.8,6.86,3.9,Negativno,Ne
978,18.476871,77.395201,9.6,-42.1,7.27,4.82,Negativno,Ne
979,18.486748,77.388797,10.1,-19.2,7.41,0.27,Negativno,Ne
980,18.471083,77.392076,1.2,-47.9,7.09,4.11,Negativno,Ne
981,18.48354,77.378862,10.1,-29.6,7.55,2.9,Negativno,Ne
982,18.481718,77.39977,7.3,-69.5,7.57,3.85,Negativno,Ne
983,18.472328,77.401607,2.6,-91.6,7.15,1.22,Pozitivno,Ne
984,18.475443,77.376294,4.2,-65.5,6.85,3.13,Negativno,Ne
986,18.476669,77.381363,10.6,-53.7,7.13,3.35,Negativno,Ne
987,18.468857,77.393878,2.8,-45.7,7.09,2.93,Negativno,Ne
988,18.493945,77.388023,2.3,-75.9,6.61,4.51,Negativno,Ne
989,18.471268,77.3931,4.3,-48.6,7.35,3.65,Negativno,Ne
990,18.470693,77.39427,3.3,-61.4,7.56,1.94,Negativno,Ne
991,18.480049,77.383688,11.2,-51.2,7.17,2.27,Negativno,Ne
992,18.483881,77.381621,9.0,-55.4,6.61,1.8,Negativno,Ne
993,18.485948,77.384789,9.9,-51.2,7.05,0.58,Negativno,Ne
994,18.476732,77.379837,11.7,-52.4,7.47,2.21,Negativno,Ne
995,18.468575,77.380612,13.8,-16.3,7.99,8.067998357952286,Pozitivno,Da
996,18.48225,77.384651,3.1,-40.7,6.73,5.91,Negativno,Ne
997,18.470893,77.381574,8.0,-48.4,6.68,4.17,Negativno,Ne
998,18.48997,77.382537,9.0,-54.8,6.42,4.53,Negativno,Ne
999,18.472353,77.399235,4.1,-51.5,6.9,1.37,Negativno,Ne
1000,18.480686,77.390217,0.8,-11.7,7.25,5.26,Negativno,Ne
1001,18.486831,77.380768,10.8,-50.8,6.9,3.86,Negativno,Ne
1002,18.487638,77.390124,11.6,-50.7,6.92,2.21,Negativno,Ne
1003,18.490882,77.386475,10.3,-65.2,7.22,4.99,Negativno,Ne
1004,18.488203,77.397441,12.6,-23.1,7.43,1.97,Negativno,Da
1005,18.469817,77.389304,2.9,-33.8,5.93,3.22,Negativno,Ne
1006,18.478545,77.382659,5.9,-26.0,7.39,2.26,Negativno,Ne
1007,18.480771,77.386508,2.6,-64.6,6.77,0.2,Negativno,Ne
1008,18.471794,77.389021,7.9,-70.3,7.31,5.38,Negativno,Ne
1009,18.472045,77.401667,12.9,-71.4,7.53,1.59,Negativno,Ne
1010,18.494232,77.379438,5.8,-49.6,6.72,1.6,Negativno,Ne
1011,18.471626,77.398757,2.0,-29.8,6.82,3.38,Negativno,Ne
1012,18.480372,77.400699,6.7,-51.3,6.17,0.79,Negativno,Ne
1013,18.470937,77.386754,0.9,-51.3,5.9,4.44,Negativno,Ne
1014,18.470927,77.405145,1.4,-55.1,7.31,2.42,Negativno,Da
1015,18.487456,77.386519,11.8,-54.2,5.82,3.34,Pozitivno,Ne
1016,18.478705,77.374279,10.6,-39.4,6.76,3.59,Negativno,Ne
1017,18.473519,77.401976,6.9,-100.0,7.99,2.54,Negativno,Da
1018,18.485088,77.392596,9.2,-51.6,6.83,5.3,Negativno,Ne
1019,18.482526,77.395631,2.3,-40.3,6.78,0.42,Pozitivno,Ne
1020,18.479426,77.401537,12.9,-31.0,6.52,2.99,Negativno,Ne
1021,18.482648,77.386394,2.3,-28.2,7.37,4.7,Negativno,Ne
1022,18.484929,77.381574,2.6,-57.4,6.99,2.07,Negativno,Ne
1023,18.465501,77.393905,10.9,-71.2,6.6,3.88,Negativno,Ne
1024,18.489927,77.390849,3.6,-5.6,7.65,0.12,Negativno,Ne
1025,18.485315,77.399764,5.8,-40.7,7.19,4.89,Negativno,Ne
1026,18.486015,77.38218,6.6,-32.5,6.93,0.69,Negativno,Ne
1027,18.474176,77.392667,9.0,-47.8,7.04,5.36,Negativno,Ne
1028,18.472725,77.395199,4.1,-18.3,6.59,3.45,Negativno,Ne
1029,18.473972,77.385168,10.4,-27.3,6.7,3.35,Negativno,Ne
1030,18.474444,77.385891,12.1,-52.8,7.13,1.8,Negativno,Ne
1031,18.478433,77.378965,15.0,-49.8,7.44,0.35,Negativno,Ne
1032,18.45976,77.396472,0.6,-14.0,6.2,5.86,Negativno,Ne
1033,18.471087,77.380746,11.7,-30.3,6.62,1.2,Pozitivno,Ne
1034,18.478611,77.381847,0.1,-74.2,5.99,2.72,Negativno,Ne
1035,18.476014,77.394059,13.3,-26.0,6.24,2.8,Negativno,Ne
1036,18.49454,77.387168,13.1,-38.3,6.93,0.72,Negativno,Ne
1037,18.471803,77.395173,2.3,-46.4,6.66,4.28,Negativno,Ne
1038,18.475094,77.382528,4.6,-25.4,7.08,2.63,Negativno,Ne
1039,18.471485,77.384981,1.2,-40.0,6.23,3.52,Negativno,Ne
1040,18.475206,77.383513,4.6,-32.3,7.66,3.7,Negativno,Ne
1041,18.47002,77.378417,9.1,-68.7,7.23,0.9,Negativno,Ne
1042,18.482955,77.389319,1.2,-45.3,6.81,2.79,Negativno,Ne
1043,18.482637,77.402961,3.3,-33.2,7.4,3.79,Negativno,Ne
1044,18.470952,77.397137,0.7,-50.9,7.32,4.81,Negativno,Ne
1045,18.493717,77.389357,4.1,-43.5,7.19,3.14,Negativno,Ne
1046,18.480847,77.379957,12.8,-43.3,6.56,3.89,Negativno,Ne
1047,18.476517,77.385511,5.0,-9.4,7.48,4.31,Negativno,Ne
1048,18.468369,77.404183,9.5,-50.5,6.65,3.44,Pozitivno,Ne
1049,18.47508,77.384506,1.8,-28.9,6.86,5.38,Negativno,Ne
1050,18.489058,77.394573,14.0,-11.7,6.95,10.634994142660071,Pozitivno,Da
1051,18.476363,77.380347,2.3,-36.5,7.27,1.44,Negativno,Ne
1052,18.457542,77.40246,13.6,-53.1,7.38,3.17,Negativno,Ne
1053,18.473007,77.364572,5.8,-70.5,6.56,2.92,Pozitivno,Ne
1054,18.491164,77.389012,13.0,-52.9,6.29,0.29,Negativno,Ne
1055,18.489857,77.392332,9.0,-39.5,6.28,4.89,Negativno,Ne
1056,18.496007,77.397308,10.8,-64.4,7.87,4.26,Pozitivno,Ne
1057,18.489547,77.391337,7.5,-48.3,7.22,2.73,Negativno,Da
1058,18.467008,77.396655,6.6,-42.6,7.2,3.5,Negativno,Ne
1059,18.481437,77.393388,11.5,-63.7,6.22,4.42,Negativno,Ne
1060,18.48016,77.402157,1.9,-60.6,6.83,0.51,Negativno,Ne
1061,18.48329,77.398952,10.0,-28.4,7.17,5.9,Negativno,Ne
1062,18.47697,77.370979,8.9,-47.1,7.96,1.25,Negativno,Ne
1063,18.487259,77.385267,7.3,-49.9,6.39,2.68,Negativno,Ne
1064,18.465183,77.399422,4.6,-70.7,7.15,0.23,Pozitivno,Ne
1065,18.468996,77.397579,13.3,-69.1,5.8,5.89,Negativno,Ne
1066,18.46331,77.381508,12.5,-82.0,7.08,1.97,Negativno,Ne
1067,18.488373,77.388679,5.9,-52.9,6.37,4.34,Negativno,Ne
1068,18.477815,77.39539,7.6,-48.8,6.51,1.51,Negativno,Ne
1069,18.485496,77.396567,13.5,-31.6,7.64,4.7,Negativno,Ne
1070,18.484293,77.402685,9.9,-37.7,7.48,4.64,Negativno,Ne
1071,18.47218,77.389958,6.2,-33.1,5.99,3.48,Pozitivno,Ne
1072,18.484749,77.383152,3.2,-37.7,7.21,3.76,Negativno,Ne
1073,18.479428,77.4048,9.2,-43.3,7.44,2.59,Negativno,Ne
1074,18.474753,77.384385,9.0,-69.8,7.2,5.79,Negativno,Ne
1075,18.487661,77.384564,1.0,-72.7,7.73,1.49,Negativno,Ne
1076,18.484268,77.397985,8.5,-75.4,7.05,3.46,Negativno,Ne
1077,18.468081,77.399258,5.2,-29.6,6.35,0.92,Negativno,Ne
1078,18.474786,77.400878,6.9,-59.1,6.58,4.5,Negativno,Ne
1079,18.479123,77.396854,7.9,-48.3,7.55,2.13,Pozitivno,Ne
1080,18.468336,77.40731,2.6,-42.7,6.7,3.6,Negativno,Ne
1081,18.486778,77.396596,9.6,-37.1,6.88,5.04,Negativno,Ne
1082,18.489638,77.375194,2.0,-41.0,7.29,4.69,Negativno,Ne
1083,18.480642,77.382476,11.7,-59.0,6.8,0.55,Negativno,Ne
1084,18.486168,77.390565,10.6,-28.6,7.09,5.33,Negativno,Ne
1085,18.493546,77.389562,12.6,-48.5,8.03,5.04,Negativno,Ne
1086,18.478791,77.390251,10.3,-43.2,7.54,0.65,Pozitivno,Ne
1087,18.480799,77.390688,5.9,-50.2,6.36,0.72,Negativno,Ne
1088,18.474223,77.399075,0.5,-73.6,7.65,4.92,Negativno,Ne
1089,18.475571,77.389364,4.7,-79.0,6.71,3.78,Negativno,Ne
1090,18.471044,77.385427,2.7,-41.9,6.74,1.04,Negativno,Ne
1091,18.476979,77.39821,13.9,-46.0,7.71,3.74,Negativno,Ne
1092,18.484447,77.392752,13.4,-54.9,7.23,5.88,Negativno,Ne
1093,18.487108,77.389713,11.8,-48.5,6.75,2.06,Negativno,Ne
